ts,requestId,platform,stage,action,selector,url,result,elapsedMs,counts_json,note
2026-02-18T22:10:49.859Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,12,{},settle_thread_count
2026-02-18T22:10:49.866Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,7,{},settle_unread_badge_count
2026-02-18T22:10:49.875Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,9,{},settle_spinner_count
2026-02-18T22:10:50.033Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,wait_for_timeout,,,ok,148,{},settle_poll_wait
2026-02-18T22:10:50.041Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,8,{},settle_thread_count
2026-02-18T22:10:50.055Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,14,{},settle_unread_badge_count
2026-02-18T22:10:50.064Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,9,{},settle_spinner_count
2026-02-18T22:10:50.218Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,wait_for_timeout,,,ok,148,{},settle_poll_wait
2026-02-18T22:10:50.228Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,9,{},settle_thread_count
2026-02-18T22:10:50.235Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,7,{},settle_unread_badge_count
2026-02-18T22:10:50.245Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,10,{},settle_spinner_count
2026-02-18T22:10:50.459Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,wait_for_timeout,,,ok,195,{},settle_poll_wait
2026-02-18T22:10:50.475Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,15,{},settle_thread_count
2026-02-18T22:10:50.482Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,7,{},settle_unread_badge_count
2026-02-18T22:10:50.493Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,11,{},settle_spinner_count
2026-02-18T22:10:50.539Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,11,{},read_thread_item_count
2026-02-18T22:10:54.236Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,scroll_into_view,,,ok,36,{},row_tail_scroll
2026-02-18T22:10:54.412Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,176,{},primary_scroll
2026-02-18T22:10:55.143Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,wait_for_timeout,,,ok,726,{},after_primary_scroll
2026-02-18T22:11:00.427Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,86,{},secondary_scroll
2026-02-18T22:11:01.167Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,wait_for_timeout,,,ok,739,{},after_secondary_scroll
2026-02-18T22:11:14.896Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,wait_for_timeout,,,ok,737,{},post_scroll_wait
2026-02-18T22:11:28.804Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,scroll_into_view,,,ok,52,{},row_tail_scroll
2026-02-18T22:11:29.053Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,248,{},primary_scroll
2026-02-18T22:11:29.773Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,wait_for_timeout,,,ok,720,{},after_primary_scroll
2026-02-18T22:11:44.897Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,311,{},secondary_scroll
2026-02-18T22:11:45.807Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,wait_for_timeout,,,ok,909,{},after_secondary_scroll
2026-02-18T22:12:06.886Z,8d0c6020-6132-4cc6-b8f2-09ca959131fc,LINKEDIN,collect_threads,wait_for_timeout,,,error,3,{},post_scroll_wait
