ts,requestId,platform,stage,action,selector,url,result,elapsedMs,counts_json,note
2026-02-18T22:12:19.647Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,342,{},thread_list_poll_wait
2026-02-18T22:12:22.447Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,13,{},read_thread_item_count
2026-02-18T22:12:22.947Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,click,button[data-test-messaging-inbox-filters__filter-pill='UNREAD'],,ok,256,{},activate_unread_pill
2026-02-18T22:12:23.074Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,9,{},settle_thread_count
2026-02-18T22:12:23.081Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,7,{},settle_unread_badge_count
2026-02-18T22:12:23.089Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,8,{},settle_spinner_count
2026-02-18T22:12:23.255Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,wait_for_timeout,,,ok,156,{},settle_poll_wait
2026-02-18T22:12:23.262Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,7,{},settle_thread_count
2026-02-18T22:12:23.267Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,5,{},settle_unread_badge_count
2026-02-18T22:12:23.275Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,8,{},settle_spinner_count
2026-02-18T22:12:23.429Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,wait_for_timeout,,,ok,150,{},settle_poll_wait
2026-02-18T22:12:23.438Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,9,{},settle_thread_count
2026-02-18T22:12:23.446Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,7,{},settle_unread_badge_count
2026-02-18T22:12:23.456Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,10,{},settle_spinner_count
2026-02-18T22:12:23.617Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,wait_for_timeout,,,ok,150,{},settle_poll_wait
2026-02-18T22:12:23.625Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,8,{},settle_thread_count
2026-02-18T22:12:23.631Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,6,{},settle_unread_badge_count
2026-02-18T22:12:23.640Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,9,{},settle_spinner_count
2026-02-18T22:12:23.794Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,wait_for_timeout,,,ok,147,{},settle_poll_wait
2026-02-18T22:12:23.801Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,7,{},settle_thread_count
2026-02-18T22:12:23.809Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,8,{},settle_unread_badge_count
2026-02-18T22:12:23.816Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,7,{},settle_spinner_count
2026-02-18T22:12:23.975Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,wait_for_timeout,,,ok,152,{},settle_poll_wait
2026-02-18T22:12:23.984Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,9,{},settle_thread_count
2026-02-18T22:12:23.994Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,10,{},settle_unread_badge_count
2026-02-18T22:12:24.006Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,12,{},settle_spinner_count
2026-02-18T22:12:24.220Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,wait_for_timeout,,,ok,208,{},settle_poll_wait
2026-02-18T22:12:24.229Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,8,{},settle_thread_count
2026-02-18T22:12:24.236Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,.msg-conversation-card__unread-count .notification-badge__count,,ok,6,{},settle_unread_badge_count
2026-02-18T22:12:24.246Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,unread_filter,locator_count,".artdeco-loader, .artdeco-spinner, .msg-conversations-container__conversations-list-loader, .msg-conversations-container__loading, [aria-label*='Loading']",,ok,9,{},settle_spinner_count
2026-02-18T22:12:24.284Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,8,{},read_thread_item_count
2026-02-18T22:12:27.987Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_into_view,,,ok,22,{},row_tail_scroll
2026-02-18T22:12:28.166Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,179,{},primary_scroll
2026-02-18T22:12:28.882Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,715,{},after_primary_scroll
2026-02-18T22:12:34.278Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,41,{},secondary_scroll
2026-02-18T22:12:35.063Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,785,{},after_secondary_scroll
2026-02-18T22:12:47.408Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,726,{},post_scroll_wait
2026-02-18T22:12:58.303Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_into_view,,,ok,42,{},row_tail_scroll
2026-02-18T22:12:58.552Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,248,{},primary_scroll
2026-02-18T22:12:59.274Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,721,{},after_primary_scroll
2026-02-18T22:13:12.410Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,32,{},secondary_scroll
2026-02-18T22:13:13.149Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,738,{},after_secondary_scroll
2026-02-18T22:13:36.540Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,729,{},post_scroll_wait
2026-02-18T22:13:38.469Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scan_unread_threads,,,ok,,"{""unreadCandidatesCount"":19}",
2026-02-18T22:13:38.936Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,438,{},navigate_inbox
2026-02-18T22:13:39.561Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,624,{},post_goto_domcontentloaded
2026-02-18T22:13:39.913Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,351,{},post_navigation_settle
2026-02-18T22:13:42.091Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_visible,ul.msg-conversations-container__conversations-list,,ok,2154,{},wait_recent_thread_list
2026-02-18T22:13:42.315Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,locator_count,li.msg-conversation-listitem .msg-conversation-listitem__link,,ok,2,{},read_thread_item_count
2026-02-18T22:13:43.204Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_into_view,,,ok,9,{},row_tail_scroll
2026-02-18T22:13:43.246Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,42,{},primary_scroll
2026-02-18T22:13:43.948Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,702,{},after_primary_scroll
2026-02-18T22:13:45.090Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,701,{},post_scroll_wait
2026-02-18T22:13:45.954Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_into_view,,,ok,6,{},row_tail_scroll
2026-02-18T22:13:46.003Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,49,{},primary_scroll
2026-02-18T22:13:46.710Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,703,{},after_primary_scroll
2026-02-18T22:13:47.636Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,23,{},secondary_scroll
2026-02-18T22:13:48.338Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,701,{},after_secondary_scroll
2026-02-18T22:13:50.424Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,702,{},post_scroll_wait
2026-02-18T22:13:51.871Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_into_view,,,ok,20,{},row_tail_scroll
2026-02-18T22:13:51.946Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,74,{},primary_scroll
2026-02-18T22:13:52.650Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,703,{},after_primary_scroll
2026-02-18T22:13:55.308Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,701,{},post_scroll_wait
2026-02-18T22:13:57.388Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_into_view,,,ok,30,{},row_tail_scroll
2026-02-18T22:13:57.463Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,75,{},primary_scroll
2026-02-18T22:13:58.167Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,702,{},after_primary_scroll
2026-02-18T22:14:00.186Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scroll_container,ul.msg-conversations-container__conversations-list,,ok,24,{},secondary_scroll
2026-02-18T22:14:00.890Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,wait_for_timeout,,,ok,703,{},after_secondary_scroll
2026-02-18T22:14:02.916Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,collect_threads,scan_recent_threads,,,ok,,"{""recentCandidatesCount"":30}",
2026-02-18T22:14:02.917Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":1}",Jessica Essien (linkedin-urn:ember351)
2026-02-18T22:14:02.937Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},Jessica Essien (linkedin-urn:ember351)
2026-02-18T22:14:03.437Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,478,{},navigate_inbox
2026-02-18T22:14:04.103Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,666,{},post_goto_domcontentloaded
2026-02-18T22:14:04.456Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,353,{},post_navigation_settle
2026-02-18T22:14:04.602Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,screenshot,,,ok,122,{},failure_capture
2026-02-18T22:14:04.635Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,dom_dump,,,ok,33,{},failure_capture
2026-02-18T22:14:05.203Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":2}",MIRACLE OJIEH (linkedin-urn:ember360)
2026-02-18T22:14:05.209Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},MIRACLE OJIEH (linkedin-urn:ember360)
2026-02-18T22:14:06.248Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,1023,{},navigate_inbox
2026-02-18T22:14:06.856Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,607,{},post_goto_domcontentloaded
2026-02-18T22:14:07.209Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,352,{},post_navigation_settle
2026-02-18T22:14:07.315Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,screenshot,,,ok,85,{},failure_capture
2026-02-18T22:14:07.348Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,dom_dump,,,ok,33,{},failure_capture
2026-02-18T22:14:08.171Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":3}",Sarah Nwisi (linkedin-urn:ember369)
2026-02-18T22:14:08.174Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},Sarah Nwisi (linkedin-urn:ember369)
2026-02-18T22:14:09.231Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,1053,{},navigate_inbox
2026-02-18T22:14:09.912Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,681,{},post_goto_domcontentloaded
2026-02-18T22:14:10.263Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,351,{},post_navigation_settle
2026-02-18T22:14:10.365Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,screenshot,,,ok,84,{},failure_capture
2026-02-18T22:14:10.397Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,dom_dump,,,ok,31,{},failure_capture
2026-02-18T22:14:11.148Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":4}",Eliyas Assefaw (linkedin-urn:ember377)
2026-02-18T22:14:11.177Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},Eliyas Assefaw (linkedin-urn:ember377)
2026-02-18T22:14:13.041Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,1799,{},navigate_inbox
2026-02-18T22:14:13.910Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,868,{},post_goto_domcontentloaded
2026-02-18T22:14:14.277Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,366,{},post_navigation_settle
2026-02-18T22:14:14.416Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,screenshot,,,ok,105,{},failure_capture
2026-02-18T22:14:14.446Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,dom_dump,,,ok,29,{},failure_capture
2026-02-18T22:14:15.091Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":5}",Volker Sommer (linkedin-urn:ember386)
2026-02-18T22:14:15.097Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},Volker Sommer (linkedin-urn:ember386)
2026-02-18T22:14:16.253Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,1132,{},navigate_inbox
2026-02-18T22:14:17.124Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,869,{},post_goto_domcontentloaded
2026-02-18T22:14:17.476Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,352,{},post_navigation_settle
2026-02-18T22:14:17.580Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,screenshot,,,ok,84,{},failure_capture
2026-02-18T22:14:17.612Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,dom_dump,,,ok,32,{},failure_capture
2026-02-18T22:14:18.419Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":6}",Stephanie Gillies (linkedin-urn:ember397)
2026-02-18T22:14:18.425Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},Stephanie Gillies (linkedin-urn:ember397)
2026-02-18T22:14:19.617Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,1187,{},navigate_inbox
2026-02-18T22:14:20.457Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,834,{},post_goto_domcontentloaded
2026-02-18T22:14:20.811Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,353,{},post_navigation_settle
2026-02-18T22:14:20.933Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,screenshot,,,ok,109,{},failure_capture
2026-02-18T22:14:20.968Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,dom_dump,,,ok,35,{},failure_capture
2026-02-18T22:14:21.956Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":7}",Bupa Business UK (linkedin-urn:ember408)
2026-02-18T22:14:21.964Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},Bupa Business UK (linkedin-urn:ember408)
2026-02-18T22:14:23.227Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,1234,{},navigate_inbox
2026-02-18T22:14:24.038Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,810,{},post_goto_domcontentloaded
2026-02-18T22:14:24.399Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_timeout,,,ok,356,{},post_navigation_settle
2026-02-18T22:14:24.513Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,screenshot,,,ok,89,{},failure_capture
2026-02-18T22:14:24.549Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,failure_artifacts,dom_dump,,,ok,36,{},failure_capture
2026-02-18T22:14:25.005Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,open_thread,thread_sync_start,,,ok,,"{""openedThreadsCount"":8}",José Manuel Félix Serôdio (linkedin-urn:ember416)
2026-02-18T22:14:25.011Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,read_thread,thread_parse_start,,,ok,,{},José Manuel Félix Serôdio (linkedin-urn:ember416)
2026-02-18T22:14:26.185Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,goto,,https://www.linkedin.com/messaging/,ok,1166,{},navigate_inbox
2026-02-18T22:14:27.183Z,0206a7ac-e9f1-44bc-9513-d4736b6baace,LINKEDIN,navigate,wait_for_domcontentloaded,,,ok,997,{},post_goto_domcontentloaded
